Date_Forecast,Forecast_T_ANN_ARCH,Forecast_GARCH,Forecast_GJR_GARCH,Forecast_TARCH,Forecast_EGARCH,Forecast_AVGARCH,Forecast_FIGARCH,ReturnForecast,TrueSD,VaR_T_ANN_ARCH,VaR_GARCH,VaR_GJR_GARCH,VaR_TARCH,VaR_EGARCH,VaR_AVGARCH,VaR_FIGARCH
2007-12-21,0.05464182,0.24947918560867735,0.2998958449255211,0.3276747900004199,7.136926464721032,0.30990968091211946,0.3171187527439402,0.002563013026978922,0.07284791740552715,0.1709077874695343,0.1245001321580158,0.13410161927913022,0.14563246511077196,0.7311080346004803,0.14711168917101097,0.14233095752170674
2007-12-28,0.056102023,0.2424810397025457,0.2788868223799744,0.30081704613381155,245981.85636314622,0.26824654577849927,0.28927990802467135,-0.010579052997492067,0.05730912019062645,0.17572784829531612,0.12257232242241783,0.1291485460276505,0.13873054761090406,129.5148878893085,0.13794563146025043,0.13715071622309216
2008-01-04,0.05479843,0.24206849895046553,0.2835726706217513,0.310605095406985,3.994269087337521e-62,0.3298280505691444,0.25782354328337803,-0.14813263381751396,0.06405694084598218,0.172255218610732,0.12463776394839131,0.1326465479086364,0.13756381439966403,-0.007769799817097946,0.15807523665087983,0.12806357879595154
2008-01-11,0.050170615,0.29999886637583484,0.5568565486460451,0.5917076597334403,0.0,0.3732061951336444,0.3033857779136279,-0.10351040457445082,0.0824292047783975,0.15528671452647044,0.14768090276490634,0.1972214580707507,0.2030350183835691,-0.0023148134397657162,0.17398242736797837,0.1503594120038675
2008-01-18,0.050569486,0.3141130620520614,0.7491930118256407,0.8265794070684339,0.16421091271789506,0.38427482329915813,0.4506180189741195,-0.08523171387959683,0.07385564298802952,0.15739861204972502,0.15018276230893476,0.22351490583710024,0.23383791976771487,0.10829153556654247,0.1748971263779831,0.18393478621075676
2008-01-25,0.050599154,0.31821354081434167,0.7967109890537184,0.957457849454838,0.3199485287906681,0.4737507372186176,0.5406603500519923,0.004418589568155218,0.08359689236896226,0.15853759136738627,0.14925826453138774,0.22748465289684858,0.24911427032617076,0.15015540780755932,0.1906463544228739,0.19843062196674705
2008-02-01,0.066296205,0.31769712830118485,0.6503139774520948,0.723086274496787,4.21397481818442e-33,0.38030810390545605,0.41998927430942595,0.07376436104226713,0.08332830464250533,0.21057451411549086,0.1511865262256021,0.2110817371375828,0.22573775758692535,-0.01441597933219906,0.173545454358245,0.17852873966387417
2008-02-08,0.057658434,0.31453161521992196,0.5643132553767018,0.6223102801303638,0.30716260643512056,0.398660417604983,0.41191468886260774,-0.07216247813060606,0.04946188913280254,0.18110865043147192,0.1471853524064194,0.19352454789946796,0.20440698431925097,0.14598854296076103,0.17436957838587586,0.17306583090390468
2008-02-15,0.051382925,0.33549117588322325,0.5743639184596062,0.6518988871118734,0.3256382985571317,0.4160325036206906,0.41782762652362243,-0.11523523386347634,0.052021070253435206,0.15997996737329945,0.15146330953168113,0.19508336459461117,0.21438643649923958,0.14952540081229926,0.1789048506640512,0.1738106356615013
2008-02-22,0.05270824,0.4534442894994355,0.7581830036804351,0.982059601766095,0.40978662010362155,0.5186795914031748,0.5396981576892391,0.00224262201591241,0.039154919743412606,0.16438650509591932,0.1756192475878528,0.22053769687216068,0.2573088465779745,0.16629650323649542,0.19888485919100649,0.19603217344550894
2008-02-29,0.051488593,0.37616046131047504,0.5892716230850973,0.6398712470788499,0.34164330820036787,0.3870518713718207,0.45922935963083783,-0.04255962928048107,0.042952251346034725,0.1623259531289544,0.16122496731732333,0.19848203048869426,0.21949778159759087,0.1537646991946833,0.1743712555516923,0.18453499752684163
2008-03-07,0.05147197,0.3526578819824114,0.5021763445260118,0.41940577518154554,0.32003661896346514,0.37893238625198,0.39121848220693023,-0.08994824715354088,0.06924933851017714,0.16113354839044527,0.1568767638091128,0.18616038693321446,0.18331800619904176,0.14958224598661315,0.17335423849140846,0.17365133650978642
2008-03-14,0.05796906,0.3741853176350549,0.5491677694925995,0.5811473243690972,0.35051149215557476,0.442813714709453,0.4595490792134192,-0.06498190481842059,0.05720971862852951,0.1817054140178438,0.15692436546178626,0.18932445377463736,0.21262515358321615,0.15194517147683193,0.18570978636668245,0.18341558283081696
2008-03-21,0.0541223,0.38744667479062855,0.5332877705099252,0.4292158914365982,2.1037548879991138e-168,0.33919975008608083,0.3516806129068488,0.010857911347376348,0.0452658523578442,0.17030655949960166,0.15762466382970738,0.18414744032529917,0.1660029745243637,-0.007594360902929459,0.1480172558294602,0.15024269387450281
2008-03-28,0.051244408,0.3142261778766645,0.44749094678276746,0.3100347370119814,3.8907109479856563e-13,0.3190934880581861,0.3159690837680176,0.06075165319571285,0.04678092603010444,0.164566894347385,0.14280301092392692,0.16983543103158044,0.14134739134093546,-0.006771037755196077,0.14439689192838767,0.14308049698274983
2008-04-04,0.05388943,0.324189031455024,0.3994395678681414,0.3070575193829433,0.3332936746475232,0.3347116021492599,0.32544632894999476,-0.046810396788296904,0.045620090160417195,0.17371607558940233,0.14408387415263121,0.15895728157833955,0.1400379519731744,0.14598952583007627,0.1459068921776905,0.14375836980955828
2008-04-11,0.053065814,0.4033258552862145,0.4054429832319345,0.48966610063136956,0.3425308751832526,0.48936435745384543,0.3612572438601158,-0.013401432989559314,0.05263488789743151,0.17002704151592662,0.16212107217183253,0.1621660456332778,0.17654111911585663,0.14965083214119118,0.17658027994679532,0.15326154500049088
2008-04-18,0.06987718,0.39569925388377725,0.39590003617492464,0.47486366767541566,13810.291116033106,0.47501019396143485,0.2969884693522533,0.026100003831584173,0.04770300168648861,0.22714796833658638,0.15976684034243147,0.15982608119359756,0.17322868904779734,30.828640470122785,0.1731339242276346,0.1391027893508984
2008-04-25,0.0976988,0.39204443943941236,0.39254554137717884,0.4298325151659384,1294.5237101786229,0.4380439267778587,0.28773352049154605,0.05771318827645722,0.04675039871345757,0.31749672058876627,0.15952780496466315,0.1596873167752744,0.1660612168877863,9.704394646745115,0.16738733523527813,0.13721089305073442
2008-05-02,0.05028237,0.38775299473832336,0.300496683802263,0.44024421192231167,1.8375612180859573e-167,0.4353591619858718,0.3057439810654684,0.11119955413728122,0.0754705756721852,0.1634316980702523,0.15832617111074307,0.13905948562226095,0.1674646129231527,-0.0018939783117780282,0.16630102022170756,0.14066705275014474
2008-05-09,0.0632496,0.4247986421245291,0.4202639655139484,0.4705829215056787,0.37761812900928454,0.4795104404628999,0.40559801837584253,0.00044396132262169985,0.06248037492850761,0.20488824942658893,0.1659179891370323,0.16469642704181042,0.17344430050373585,0.1568566645875571,0.17479241152739977,0.1620077527475825
2008-05-16,0.05280102,0.40599605677350636,0.40645757374826547,0.46418549469279524,0.0,0.47096776630051684,0.31049826860279106,0.08014509323273367,0.06697161011883297,0.1703283386893633,0.16190001157502365,0.16215096269207888,0.1722927952964351,-98824.98688371258,0.17393133729339005,0.14153869536671987
2008-05-23,0.052844197,0.4128079834566762,0.41056590681190064,0.4868384315525101,0.3186705499209065,0.48751398248530337,0.35097456561110163,-0.054727427456827016,0.07795673341408861,0.1705627566905261,0.16277547116454122,0.16206323317273996,0.17608809679937973,0.14318180948306292,0.17615571395816534,0.14969058459942441
2008-05-30,0.060020637,0.4053931424815172,0.41129198994239097,0.48789262611749984,5.985485942826128e-153,0.48097993963518726,0.33660215028086776,0.0665378238251666,0.0804562564983402,0.1928962519852174,0.16144086215211498,0.16381124884935722,0.17714462732599692,-0.0064355764145857045,0.17641543036432722,0.1474714743405644
2008-06-06,0.06440744,0.42700799061666683,0.42721594812575586,0.46173221814495025,1.0351950867495932,0.4618719779390554,0.3529191058618257,-0.02625258617254378,0.04613483936430289,0.20834277625036937,0.16706824474214804,0.16715822510168635,0.17382598768953694,0.27401786267069883,0.17383280897394487,0.1511416115796188
2008-06-13,0.05845117,0.42840851366981175,0.4287842796402838,0.43063782644598875,1149.975869769204,0.429327764568261,0.3400570062713135,-0.12137426730046053,0.18444204349018797,0.18920230983298694,0.16679386411448427,0.16688549063784042,0.16694907825129954,8.959333205637762,0.16658484878016824,0.14806720631964215
2008-06-20,0.06244197,0.44988290774746426,0.4497105916691847,0.5088562022664502,0.26136528858811603,0.506180693544944,0.40102310634258953,-0.07551671714635311,0.1903932385213802,0.20179273284009216,0.172144498926836,0.17218229449823746,0.18275142634758412,0.13330007013178233,0.18229373057123227,0.16269379614673682
2008-06-27,0.057890173,0.45001655552628866,0.4522277520528169,0.5362037531496469,8.662891407161899e-168,0.5344929846011734,0.4013282606532411,-0.024591379106018163,0.20160205152978525,0.1886182363194353,0.17293566035459457,0.1739006012227681,0.1879483343454228,-0.0021075306768244544,0.1875334619178415,0.1633028754515243
2008-07-04,0.17424485,0.44677521427962796,0.44637601947947503,0.48507183031908147,3.5783922110576817e-59,0.4938543836533807,0.3863897816348358,-0.43414001898451327,0.20637027326319285,0.5683890716541015,0.17349206247134488,0.1733102721410706,0.18047179154879192,-0.004584081690265562,0.18179486037520376,0.16171562047549126
2008-07-11,0.063074805,0.7201800839497748,0.7201322873687173,0.8306013495198049,694.6886425638689,0.8306158341367856,1.8180623246367884,-0.06790685297620147,0.03567378099239889,0.20740061613304447,0.2572578244739736,0.2572525919434961,0.26740168649731005,7.755985681451227,0.26739739524438905,0.40775292689146
2008-07-18,0.06727711,0.7095304051745066,0.7095760327227816,0.8220377843674104,2.2336422768521587e-100,0.8219985001591565,2.4433500430548434,-0.009470553292824535,0.03447660335624778,0.22681441027309893,0.2543731147865719,0.2543968487281755,0.26523743168555136,-0.00039784297977338745,0.2652303495991806,0.47146581170349966
2008-07-25,0.044426188,0.7004116105025581,0.7003888441139887,0.8078376420826507,1774.6459331502206,0.8078303897684813,0.8798775558198971,0.0,0.09655752336282925,0.15343201953773766,0.2537391812545184,0.2537234074619716,0.2641346644528967,12.33911183460264,0.26412583058502653,0.28346931538664977
