Date_Forecast,JNJ,GS,RIO,AAPL,JPM,BHP,DIS,XOM,CVX,AMZN,BA,MSFT,NEE,NVDA,CAT,MCD,NVS
2009-05-01,0.03959872,0.09595098,0.098715074,0.057045072,0.10084137,0.046869267,0.04687914,0.04332145,0.04835946,0.08026984,0.06460645,0.06197314,0.052718878,0.10176043,0.059622012,0.03569126,0.041258924
2009-05-08,0.035161164,0.06206261,0.07530567,0.057334047,0.07303976,0.082910575,0.04688348,0.049655892,0.049040336,0.064738266,0.059956122,0.036066256,0.042132862,0.10446664,0.0651387,0.044923503,0.045381675999999996
2009-05-15,0.040512964,0.103966065,0.06912842400000001,0.040767666,0.14098844,0.084248945,0.05093571,0.04080807,0.049954593,0.08107718,0.063027345,0.049366184,0.07177724,0.120666176,0.064426735,0.03678085,0.041182052000000004
2009-05-22,0.028923495,0.053208873,0.11046818,0.035023015,0.13637963,0.05050054,0.054402936,0.044459864,0.04916098,0.066011325,0.062148742,0.048306134,0.04788196,0.11777522,0.07127269,0.029221737999999997,0.09217133400000001
2009-05-29,0.029567804,0.051701896,0.08019267,0.040538542000000004,0.13234855,0.079182595,0.04987526,0.040877026000000004,0.042879645,0.06859971,0.10395996,0.05549111599999999,0.048641595999999995,0.105147906,0.06365352,0.04204533,0.045933533
2009-06-05,0.029363625,0.06327469,0.109360844,0.0670816,0.10733823,0.08440893,0.05205968,0.04189452,0.051856976,0.06498934,0.07154678,0.05079877,0.050700612,0.078103185,0.06763459,0.03601541,0.04288756
2009-06-12,0.038535766,0.075763695,0.11008557,0.044957004,0.057081815,0.08176902,0.049229722000000004,0.046188407,0.05190898,0.065609284,0.06577321,0.050524495999999995,0.04983564,0.10326602,0.07985686,0.037159696,0.0376429
2009-06-19,0.03899075,0.09476522,0.089508235,0.065345615,0.057761072999999996,0.06386912,0.04906389,0.0420559,0.050316766,0.050867733,0.06546707,0.069204114,0.06529821,0.06770096,0.06457533,0.04010716,0.04403987
2009-06-26,0.03185032,0.07638304,0.0762023,0.056305445999999995,0.07078963,0.07214592,0.04533145,0.04022185,0.06710879,0.06639088,0.07011339,0.046277347999999996,0.03992268,0.10351748,0.073090084,0.040465083,0.042018455
2009-07-03,0.02939507,0.07382272,0.09006405599999999,0.05534706599999999,0.043798182000000005,0.09239379,0.06026489,0.03716033,0.056837592,0.06513175,0.069602884,0.039420232,0.061085917,0.082257815,0.06558296,0.025039027000000002,0.031062374
2009-07-10,0.03920717,0.07320207,0.111351006,0.0403058,0.05032652,0.04609695,0.07127312,0.06026145,0.0720298,0.06490184,0.065041535,0.048753094000000004,0.049301527000000005,0.07431455,0.06631031,0.03578085,0.052196648
2009-07-17,0.039027814,0.10069856,0.16072562,0.054726347,0.05609638,0.079213105,0.050287504000000004,0.04141227,0.05286099,0.06669631,0.06446855,0.06616464,0.05159965,0.08027554,0.078993,0.034455255,0.049132127000000005
2009-07-24,0.03136474,0.07956640400000001,0.109020054,0.070393026,0.076262526,0.05109366,0.05902348,0.049096692000000004,0.05063883,0.06900141,0.06788016,0.05307159,0.056075864,0.075175315,0.08201495,0.046057705,0.039193906
2009-07-31,0.03226485,0.091650404,0.15863003,0.036901567,0.10183282,0.05038402,0.0637019,0.052259047,0.046230152000000004,0.08206822,0.0649477,0.079213925,0.049962245,0.06782656,0.09851204599999999,0.045757495,0.046053212
2009-08-07,0.040509958,0.056905545,0.10077554,0.054266807,0.06043095,0.084304504,0.051752158,0.048015047000000005,0.04944634,0.060602613,0.06395921,0.039408083999999996,0.040166527,0.07919356,0.08030707,0.04258173,0.043513699999999995
2009-08-14,0.042019315,0.1023868,0.09068082,0.05320473,0.10658292,0.049729377000000005,0.054689999999999996,0.04272845,0.055023953,0.06662171,0.047016744000000006,0.052944165,0.043869372000000004,0.08955756599999999,0.07440871,0.036554962,0.04502365
